,theorem_id,throrem_titles,theorem_contents,theorem_refs,ref_ids,retrieved_3,retrieved_5,retrieved_10,retrieved_50,P@3,P@5,P@10,P@50,R@3,R@5,R@10,R@50,RR,self_retrieve
11352,16974,Prime Decomposition of Integer is Unique,Let $n$ be an [[Definition:Integer|integer]] such that $n > 1$.Then the [[Definition:Prime Decomposition|prime decomposition]] of $n$ is [[Definition:Unique|unique]].,"['Definition:Integer', 'Definition:Prime Decomposition', 'Definition:Unique']","[20054, 20072, 22116]","[21583, 27526, 22969]","[21583, 27526, 22969, 31438, 20476]","[21583, 27526, 22969, 31438, 20476, 20958, 24730, 27350, 24325, 20453]","[21583, 27526, 22969, 31438, 20476, 20958, 24730, 27350, 24325, 20453, 32778, 20072, 32787, 28453, 20069, 32789, 32819, 32804, 26004, 29035, 32779, 32803, 32791, 32820, 32795, 26661, 24324, 32805, 32690, 20524, 27689, 32808, 27780, 28911, 32807, 32800, 32802, 20492, 22971, 24326, 29890, 32777, 32832, 28177, 32842, 28206, 32829, 22251, 32780, 20464]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.08333333333333333,False
11353,16975,Expression for Integers as Powers of Same Primes,"Let $a, b \in \Z$ be [[Definition:Integer|integers]].Let their [[Definition:Prime Decomposition|prime decompositions]] be given by:{{begin-eqn}}{{eqn | l = a      | r = {q_1}^{e_1} {q_2}^{e_2} \cdots {q_r}^{e_r}}}{{eqn | r = \prod_{\substack {q_i \mathop \divides a \\ \text {$q_i$ is prime} } } {q_i}^{e_i}}}{{eqn | l = b      | r = {s_1}^{f_1} {s_2}^{f_2} \cdots {s_u}^{f_u}}}{{eqn | r = \prod_{\substack {s_i \mathop \divides b \\ \text {$s_i$ is prime} } } {s_i}^{f_i}}}{{end-eqn}}Then there exist [[Definition:Prime Number|prime numbers]]::$t_1 < t_2 < \dotsb < t_v$such that:{{begin-eqn}}{{eqn | n = 1      | l = a      | r = {t_1}^{g_1} {t_2}^{g_2} \cdots {t_v}^{g_v}}}{{eqn | n = 2      | l = b      | r = {t_1}^{h_1} {t_2}^{h_2} \cdots {t_v}^{h_v}}}{{end-eqn}}","['Definition:Integer', 'Definition:Prime Decomposition', 'Definition:Prime Number']","[20054, 20072, 20069]","[30727, 32492, 32496]","[30727, 32492, 32496, 32489, 32506]","[30727, 32492, 32496, 32489, 32506, 32491, 32475, 32472, 32473, 32820]","[30727, 32492, 32496, 32489, 32506, 32491, 32475, 32472, 32473, 32820, 32476, 32479, 32478, 32480, 32477, 32495, 32474, 32494, 32487, 32510, 32523, 32490, 26902, 29379, 27502, 32507, 32497, 30719, 32499, 29378, 29380, 32500, 32511, 25011, 32514, 32488, 32505, 32637, 20072, 27505, 27506, 32513, 32503, 27593, 32559, 27540, 27991, 27596, 32483, 28256]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.02564102564102564,False
11354,16979,Expression for Integers as Powers of Same Primes/General Result,"Let $a_1, a_2, \dotsc, a_n \in \Z$ be [[Definition:Integer|integers]].Let their [[Definition:Prime Decomposition|prime decompositions]] be given by::$\displaystyle a_i = \prod_{\substack {p_{i j} \mathop \divides a_i \\ \text {$p_{i j}$ is prime} } } {p_{i j} }^{e_{i j} }$Then there exists a [[Definition:Set|set]] $T$ of [[Definition:Prime Number|prime numbers]]::$T = \set {t_1, t_2, \dotsc, t_v}$such that::$t_1 < t_2 < \dotsb < t_v$:$\displaystyle a_i = \prod_{j \mathop = 1}^v {t_j}^{g_{i j} }$","['Definition:Integer', 'Definition:Prime Decomposition', 'Definition:Set', 'Definition:Prime Number']","[20054, 20072, 19734, 20069]","[28279, 28278, 24227]","[28279, 28278, 24227, 20069, 22969]","[28279, 28278, 24227, 20069, 22969, 32820, 28177, 22971, 20481, 25922]","[28279, 28278, 24227, 20069, 22969, 32820, 28177, 22971, 20481, 25922, 20806, 28519, 28704, 28653, 22251, 27526, 31438, 32333, 27780, 20958, 28218, 27967, 27968, 20696, 28821, 27689, 28155, 28603, 26554, 32327, 27451, 28920, 29921, 28713, 28930, 20447, 28941, 21882, 32326, 27132, 22921, 27691, 24325, 32778, 28617, 20476, 24326, 27627, 32328, 27131]",0.0,0.2,0.1,0.02,0.0,0.25,0.25,0.25,0.25,False
11355,16982,LCM of 3 Integers in terms of GCDs of Pairs of those Integers,"Let $a, b, c \in \Z_{>0}$ be [[Definition:Strictly Positive Integer|strictly positive integers]].Then::$\lcm \set {a, b, c} = \dfrac {a b c \gcd \set {a, b, c} } {d_1 d_2 d_3}$where::$\gcd$ denotes [[Definition:Greatest Common Divisor of Integers|greatest common divisor]]:$\lcm$ denotes [[Definition:Lowest Common Multiple of Integers|lowest common multiple]]:$d_1 = \gcd \set {a, b}$:$d_2 = \gcd \set {b, c}$:$d_3 = \gcd \set {a, c}$","['Definition:Strictly Positive/Integer', 'Definition:Greatest Common Divisor/Integers', 'Definition:Lowest Common Multiple/Integers']","[22655, 22138, 23497]","[33008, 33056, 22344]","[33008, 33056, 22344, 22342, 22138]","[33008, 33056, 22344, 22342, 22138, 22137, 23013, 20479, 29898, 21596]","[33008, 33056, 22344, 22342, 22138, 22137, 23013, 20479, 29898, 21596, 29589, 23497, 20480, 29896, 31437, 29910, 25251, 30080, 27975, 29897, 22136, 22343, 24329, 30055, 20066, 32329, 21493, 22655, 23498, 32565, 26895, 21112, 22270, 21883, 20067, 30078, 22135, 24720, 25268, 26834, 23402, 31067, 20179, 21894, 25469, 20013, 25430, 20353, 33063, 26445]",0.0,0.2,0.1,0.06,0.0,0.3333333333333333,0.3333333333333333,1.0,0.2,False
11356,16986,Alternating Summation of Binomial Coefficient of Summation of Binomial Coefficient of Sequence,"Let $\sequence a, \sequence b$ be [[Definition:Real Sequence|real sequences]] which satisfy the condition::$a_n = \displaystyle \sum_{r \mathop = 0}^n \binom n r b_r$Then::$\displaystyle \paren {-1}^n b_n = \sum_{s \mathop = 0}^n \binom n s \paren {-1}^s a_s$",['Definition:Real Sequence'],[21123],"[25172, 31146, 29787]","[25172, 31146, 29787, 29569, 20975]","[25172, 31146, 29787, 29569, 20975, 24662, 20045, 29515, 20526, 24653]","[25172, 31146, 29787, 29569, 20975, 24662, 20045, 29515, 20526, 24653, 26543, 21123, 23564, 22388, 25404, 23926, 27678, 24643, 29504, 31518, 30437, 24909, 28432, 27693, 31014, 23226, 23230, 24920, 23227, 24910, 24919, 28063, 23228, 29562, 24913, 30443, 25384, 24654, 28064, 21122, 23229, 25374, 27978, 24657, 27519, 24606, 32426, 29483, 28037, 28433]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.08333333333333333,False
11357,16987,Sum of Sequence of Product of Fibonacci Number with Binomial Coefficient,Let $F_n$ denote the $n$th [[Definition:Fibonacci Numbers|Fibonacci number]].Then:{{begin-eqn}}{{eqn | lo= \forall n \in \Z_{>0}:      | l = F_{2 n}      | r = \sum_{k \mathop = 1}^n \dbinom n k F_k      | c = }}{{eqn | r = \dbinom n 1 F_1 + \dbinom n 2 F_2 + \dbinom n 3 F_3 + \dotsb + \dbinom n {n - 1} F_{n - 1} + \dbinom n n F_n      | c = }}{{end-eqn}}where $\dbinom n k$ denotes a [[Definition:Binomial Coefficient|binomial coefficient]].,"['Definition:Fibonacci Number', 'Definition:Binomial Coefficient']","[20075, 20059]","[32631, 32910, 29513]","[32631, 32910, 29513, 32558, 32909]","[32631, 32910, 29513, 32558, 32909, 25464, 27942, 25466, 29500, 27943]","[32631, 32910, 29513, 32558, 32909, 25464, 27942, 25466, 29500, 27943, 25467, 32639, 23911, 30726, 23912, 22623, 29462, 32919, 32920, 32918, 29512, 32632, 20075, 25463, 32442, 26919, 25341, 28217, 20059, 32561, 27522, 27341, 32570, 25423, 21065, 26987, 23175, 25151, 32922, 20408, 32492, 25248, 32496, 27339, 32489, 32506, 32588, 32491, 32475, 32472]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.043478260869565216,False
11358,16988,Integer and Fifth Power have same Last Digit,Let $n \in \Z$ be an [[Definition:Integer|integer]].Then $n^5$ has the same last [[Definition:Digit|digit]] as $n$ when both are expressed in conventional [[Definition:Decimal Notation|decimal notation]].,"['Definition:Integer', 'Definition:Digit', 'Definition:Decimal Notation']","[20054, 20744, 20937]","[30451, 31989, 30842]","[30451, 31989, 30842, 30843, 28560]","[30451, 31989, 30842, 30843, 28560, 28136, 27487, 31590, 31995, 29795]","[30451, 31989, 30842, 30843, 28560, 28136, 27487, 31590, 31995, 29795, 31940, 31947, 31943, 31946, 31944, 28159, 28557, 20742, 20937, 28551, 26831, 27148, 21485, 28558, 28559, 31952, 28138, 31951, 24834, 28140, 30614, 27134, 28609, 28638, 29817, 26870, 21008, 30634, 26007, 27747, 30101, 29890, 28431, 22077, 29768, 21381, 20065, 30875, 27704, 31938]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.3333333333333333,0.05263157894736842,False
11359,16989,Sufficient Condition for 5 to divide n^2+1,Let:{{begin-eqn}}{{eqn | l = 5      | o = \nmid      | r = n - 1}}{{eqn | l = 5      | o = \nmid      | r = n}}{{eqn | l = 5      | o = \nmid      | r = n + 1}}{{end-eqn}}where $\nmid$ denotes non-[[Definition:Divisor of Integer|divisibility]].Then::$5 \divides n^2 + 1$where $\divides$ denotes [[Definition:Divisor of Integer|divisibility]].,"['Definition:Divisor (Algebra)/Integer', 'Definition:Divisor (Algebra)/Integer']","[22131, 22131]","[33010, 32492, 32496]","[33010, 32492, 32496, 32696, 32489]","[33010, 32492, 32496, 32696, 32489, 32506, 32491, 32475, 32472, 32473]","[33010, 32492, 32496, 32696, 32489, 32506, 32491, 32475, 32472, 32473, 32476, 32479, 32478, 26070, 32480, 32495, 32477, 32474, 32330, 32494, 32487, 32523, 32510, 32329, 32490, 32507, 32497, 27502, 32499, 28303, 32500, 32511, 32514, 32488, 32505, 27505, 32513, 27506, 29449, 29250, 32503, 29380, 27593, 26902, 22663, 27540, 29897, 27596, 31975, 28519]",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
11360,16990,Wilson's Theorem/Necessary Condition,Let $p$ be a [[Definition:Prime Number|prime number]].Then::$\paren {p - 1}! \equiv -1 \pmod p$,['Definition:Prime Number'],[20069],"[20069, 25922, 22969]","[20069, 25922, 22969, 32931, 20477]","[20069, 25922, 22969, 32931, 20477, 28653, 28177, 28704, 26501, 20806]","[20069, 25922, 22969, 32931, 20477, 28653, 28177, 28704, 26501, 20806, 22251, 27451, 26554, 32820, 29921, 27780, 20447, 27967, 27968, 32541, 27627, 20456, 20958, 21882, 20481, 28930, 28941, 28920, 27689, 22971, 24326, 28629, 20696, 28519, 28603, 20558, 28155, 32333, 24325, 22921, 27510, 32199, 20457, 20458, 31438, 28365, 28821, 28290, 28713, 27526]",0.3333333333333333,0.2,0.1,0.02,1.0,1.0,1.0,1.0,1.0,False
11361,16991,Wilson's Theorem/Sufficient Condition,Let $p$ be a [[Definition:Strictly Positive Integer|(strictly) positive integer]] such that::$\paren {p - 1}! \equiv -1 \pmod p$Then $p$ is a [[Definition:Prime Number|prime number]].,"['Definition:Strictly Positive/Integer', 'Definition:Prime Number']","[22655, 20069]","[22969, 24324, 22654]","[22969, 24324, 22654, 22657, 26445]","[22969, 24324, 22654, 22657, 26445, 24325, 20464, 24730, 27782, 27780]","[22969, 24324, 22654, 22657, 26445, 24325, 20464, 24730, 27782, 27780, 26661, 20070, 24326, 26004, 20477, 20069, 26996, 22971, 22655, 25007, 31438, 28206, 26501, 32820, 20958, 32931, 24720, 27332, 27689, 30351, 26789, 32154, 26662, 26830, 25922, 21396, 22921, 20970, 33085, 22649, 26663, 28193, 30862, 20465, 27402, 24447, 21407, 27327, 26152, 28528]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.0625,False
11362,16994,Necessary Condition for Integral Functional to have Extremum/Two Variables/Lemma,"Let $D \subset \R^2$.Let $\Gamma$ be the [[Definition:Boundary (Geometry)|boundary]] of $D$.Let $\alpha : D \to \R$ be a [[Definition:Continuous Real Function/Subset|continuous mapping]].Let $h : D \to \R$ be a twice [[Definition:Differentiability Class|differentiable mapping]] such that $\map h \Gamma = 0$.Suppose for every $h$ we have that::$\displaystyle \iint_D \map \alpha {x, y} \map h {x,y} \rd x \rd y = 0$.Then::$\displaystyle \forall x, y \in D : \map \alpha {x, y} = 0$","['Definition:Boundary (Geometry)', 'Definition:Continuous Real Function/Subset', 'Definition:Differentiability Class']","[20164, 23140, 21099]","[21099, 32251, 27703]","[21099, 32251, 27703, 29373, 31192]","[21099, 32251, 27703, 29373, 31192, 21778, 25129, 32734, 21713, 21738]","[21099, 32251, 27703, 29373, 31192, 21778, 25129, 32734, 21713, 21738, 25106, 31178, 25131, 25135, 31177, 21627, 20133, 20425, 20717, 31021, 30866, 23140, 21775, 32983, 23262, 28493, 33119, 26957, 23816, 22637, 25211, 32915, 26877, 30851, 22264, 31220, 32676, 29227, 25133, 25134, 25603, 24071, 27043, 28135, 28506, 23180, 29288, 19856, 21096, 31397]",0.3333333333333333,0.2,0.1,0.04,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,False
11363,16995,Number of Different n-gons that can be Inscribed in Circle,Let $C$ be a [[Definition:Circle|circle]] on whose [[Definition:Circumference of Circle|circumference]] $n$ [[Definition:Point|points]] are placed which divide $C$ into $n$ equal [[Definition:Arc of Circle|arcs]].The number of different [[Definition:Polygon|$n$-gons]] (either [[Definition:Stellated Polygon|stellated]] or otherwise) that can be described on $C$ whose [[Definition:Vertex of Polygon|vertices]] are those $n$ points is::$S_n = \dfrac {\paren {n - 1}!} 2$,"['Definition:Circle', 'Definition:Circle/Circumference', 'Definition:Point', 'Definition:Circle/Arc', 'Definition:Polygon', 'Definition:Stellation/Polygon', 'Definition:Polygon/Vertex']","[20163, 24138, 20151, 24146, 20256, 27653, 24073]","[25259, 25262, 25261]","[25259, 25262, 25261, 24146, 25775]","[25259, 25262, 25261, 24146, 25775, 29917, 30501, 21842, 21844, 21840]","[25259, 25262, 25261, 24146, 25775, 29917, 30501, 21842, 21844, 21840, 20909, 25499, 24148, 24145, 25258, 24138, 21843, 21841, 27168, 22144, 30787, 26686, 21832, 26685, 24073, 25260, 25781, 30468, 21828, 21818, 25263, 20404, 20421, 30939, 21827, 20405, 20163, 24080, 24076, 30942, 21835, 30941, 24081, 21819, 20857, 21817, 24075, 30940, 24079, 21836]",0.0,0.2,0.1,0.08,0.0,0.14285714285714285,0.14285714285714285,0.5714285714285714,0.25,False
11364,16996,Number of Regular Stellated Odd n-gons,Let $n \in \Z_{>0}$ be a [[Definition:Strictly Positive Integer|strictly positive]] [[Definition:Odd Integer|odd integer]].Then there are $\dfrac {n - 1} 2$ [[Definition:Distinct Elements|distinct]] [[Definition:Regular Stellated Polygon|regular stellated $n$-gons]].,"['Definition:Strictly Positive/Integer', 'Definition:Odd Integer', 'Definition:Distinct/Plural', 'Definition:Stellation/Polygon/Regular']","[22655, 20064, 24981, 29917]","[26551, 20064, 29917]","[26551, 20064, 29917, 26548, 25236]","[26551, 20064, 29917, 26548, 25236, 26445, 29765, 29764, 29892, 21881]","[26551, 20064, 29917, 26548, 25236, 26445, 29765, 29764, 29892, 21881, 26789, 26549, 29766, 22974, 28944, 22655, 27782, 26550, 20464, 28206, 20453, 25235, 24022, 24447, 22654, 24324, 29893, 24720, 21113, 21396, 27356, 29763, 22657, 27404, 21880, 22756, 24730, 27644, 24020, 20178, 24029, 21407, 26996, 27332, 27645, 28560, 20524, 21878, 26663, 24982]",0.6666666666666666,0.4,0.2,0.06,0.5,0.5,0.5,0.75,0.5,False
11365,16997,Wilson's Theorem/Corollary 1,Let $p$ be a [[Definition:Prime Number|prime number]].Then $p$ is the smallest [[Definition:Prime Number|prime number]] which [[Definition:Divisor of Integer|divides]] $\paren {p - 1}! + 1$.,"['Definition:Prime Number', 'Definition:Prime Number', 'Definition:Divisor (Algebra)/Integer']","[20069, 20069, 22131]","[20069, 22969, 25922]","[20069, 22969, 25922, 28653, 28177]","[20069, 22969, 25922, 28653, 28177, 32820, 28519, 28704, 20958, 27451]","[20069, 22969, 25922, 28653, 28177, 32820, 28519, 28704, 20958, 27451, 20696, 20806, 22251, 26554, 21882, 27780, 20447, 29921, 24325, 27968, 27967, 26070, 27627, 27689, 20481, 24326, 31438, 22971, 20456, 28218, 28920, 28308, 28629, 28930, 28941, 22921, 28155, 28603, 28217, 20558, 32333, 20524, 27510, 27782, 20457, 28821, 24730, 28365, 27691, 26661]",0.3333333333333333,0.2,0.1,0.02,0.5,0.5,0.5,0.5,1.0,False
11366,16998,Partition of Non-Regular Prime Stellated Cyclic Polygons into Rotation Classes,"Let $p$ be an [[Definition:Odd Prime|odd prime]].Let $C$ be a [[Definition:Circle|circle]] whose [[Definition:Center of Circle|center]] is $O$.Consider the [[Definition:Set|set]] $P$ of $p$ [[Definition:Point|points]] on the [[Definition:Circumference of Circle|circumference]] of $C$ dividing it into $p$ equal [[Definition:Arc of Circle|arcs]].Let $S$ be the [[Definition:Set|set]] of all non-[[Definition:Regular Stellated Polygon|regular]] [[Definition:Stellated Polygon|stellated $p$-gons]] whose [[Definition:Vertex of Polygon|vertices]] are the [[Definition:Element|elements]] of $P$.Let $\sim$ denote the [[Definition:Equivalence Relation|equivalence relation on $S$]] defined as::$\forall \tuple {a, b} \in S \times S: a \sim b \iff$ there exists a [[Definition:Plane Rotation|plane rotation]] about $O$ transforming $a$ to $b$.Then the [[Definition:Equivalence Class|$\sim$-equivalence classes]] of $S$ into which $S$ can thereby be [[Definition:Set Partition|partitioned]] all have [[Definition:Cardinality|cardinality]] $p$.","['Definition:Odd Prime', 'Definition:Circle', 'Definition:Circle/Center', 'Definition:Set', 'Definition:Point', 'Definition:Circle/Circumference', 'Definition:Circle/Arc', 'Definition:Set', 'Definition:Stellation/Polygon/Regular', 'Definition:Stellation/Polygon', 'Definition:Polygon/Vertex', 'Definition:Element', 'Definition:Equivalence Relation', 'Definition:Rotation (Geometry)/Plane', 'Definition:Equivalence Class', 'Definition:Set Partition', 'Definition:Cardinality']","[20524, 20163, 24132, 19734, 20151, 24138, 24146, 19734, 29917, 27653, 24073, 19735, 19845, 29628, 19846, 19853, 20042]","[25259, 21594, 23398]","[25259, 21594, 23398, 25262, 29917]","[25259, 21594, 23398, 25262, 29917, 21590, 30501, 25261, 24145, 24146]","[25259, 21594, 23398, 25262, 29917, 21590, 30501, 25261, 24145, 24146, 21844, 25499, 25775, 20909, 21817, 21842, 30248, 21818, 21840, 24148, 30468, 30787, 21762, 21843, 25990, 29342, 25965, 27168, 21841, 27864, 24138, 19846, 22144, 25258, 25781, 24947, 26686, 20800, 21832, 23222, 27865, 26685, 21819, 23798, 20421, 24132, 21828, 20812, 19845, 30558]",0.0,0.2,0.2,0.12,0.0,0.0625,0.125,0.375,0.2,False
11367,16999,Square Modulo n Congruent to Square of Inverse Modulo n,Let $n \in \Z_{>0}$ be a [[Definition:Strictly Positive Integer|(strictly) positive integer]].Then::$a^2 \equiv \paren {n - a}^2 \pmod n$where the notation denotes [[Definition:Congruence Modulo Integer|congruence modulo $n$]].,"['Definition:Strictly Positive/Integer', 'Definition:Congruence (Number Theory)/Integers']","[22655, 22745]","[29889, 29893, 20464]","[29889, 29893, 20464, 24636, 22746]","[29889, 29893, 20464, 24636, 22746, 22748, 33062, 26445, 20022, 22183]","[29889, 29893, 20464, 24636, 22746, 22748, 33062, 26445, 20022, 22183, 22743, 22182, 29655, 29656, 20734, 20979, 22745, 22750, 32541, 26897, 26046, 22655, 33010, 22654, 24720, 24332, 20489, 20487, 21396, 20490, 22736, 24324, 25570, 24447, 28560, 26044, 25550, 20478, 31079, 25552, 32429, 22742, 22747, 22657, 20475, 24730, 22744, 27332, 26996, 20178]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.058823529411764705,False
11368,17004,Partition of Integer into Powers of 2 for Consecutive Integers,Let $n \in \Z_{>0}$ be a [[Definition:Strictly Positive Integer|(strictly) positive integer]].Let $\map b n$ denote the number of ways $n$ can be [[Definition:Integer Partition|partitioned]] into [[Definition:Integer Power|(integer) powers of $2$]].Then::$\map b {2 n} = \map b {2 n + 1}$,"['Definition:Strictly Positive/Integer', 'Definition:Integer Partition', 'Definition:Power (Algebra)/Integer']","[22655, 26445, 22972]","[26445, 26446, 20464]","[26445, 26446, 20464, 26444, 20460]","[26445, 26446, 20464, 26444, 20460, 24730, 24324, 28560, 29890, 27885]","[26445, 26446, 20464, 26444, 20460, 24730, 24324, 28560, 29890, 27885, 27327, 28194, 28193, 28206, 28208, 28142, 20065, 22655, 21396, 28286, 27332, 27917, 22654, 28095, 29725, 20070, 20178, 24447, 28257, 22134, 29260, 20971, 26996, 28533, 29888, 30055, 26789, 24325, 20970, 23105, 24720, 26004, 28498, 30351, 28048, 27737, 32753, 20461, 31217, 26551]",0.3333333333333333,0.2,0.1,0.04,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,1.0,False
11369,17006,Number of Partitions with no Multiple of 3 equals Number of Partitions where Parts appear No More than Twice,Let $n \in \Z_{>0}$ be a [[Definition:Strictly Positive Integer|(strictly) positive integer]].Let $\map t n$ denote the number of ways $n$ can be [[Definition:Integer Partition|partitioned]] into [[Definition:Part of Integer Partition|parts]] which are specifically not [[Definition:Integer Multiplication|multiples]] of $3$.Let $\map v n$ denote the number of ways $n$ can be [[Definition:Integer Partition|partitioned]] such that no [[Definition:Part of Integer Partition|part]] appears twice.Then::$\forall n \in \Z_{>0}: \map t n = \map v n$,"['Definition:Strictly Positive/Integer', 'Definition:Integer Partition', 'Definition:Integer Partition/Part', 'Definition:Multiplication/Integers', 'Definition:Integer Partition', 'Definition:Integer Partition/Part']","[22655, 26445, 26444, 22626, 26445, 26444]","[26444, 26446, 26445]","[26444, 26446, 26445, 29460, 20772]","[26444, 26446, 26445, 29460, 20772, 25914, 20464, 22134, 19853, 20460]","[26444, 26446, 26445, 29460, 20772, 25914, 20464, 22134, 19853, 20460, 24730, 26002, 22133, 29890, 26001, 22376, 28193, 24324, 28194, 22807, 32337, 27917, 20065, 21685, 21686, 28208, 30055, 29260, 28533, 24446, 29725, 28257, 22655, 23109, 20070, 28498, 26996, 29712, 21396, 27387, 29888, 21846, 21687, 26004, 23105, 28560, 27332, 24447, 26447, 26550]",0.6666666666666666,0.4,0.2,0.06,0.5,0.5,0.5,0.75,1.0,False
11370,17007,Congruent Numbers are not necessarily Equal,"Let $x, y, z \in \R$ be [[Definition:Real Number|real numbers]] such that::$x \equiv y \pmod z$where $x \equiv y \pmod z$ denotes [[Definition:Congruence (Number Theory)|congruence modulo $z$]].Then it is not necessarily the case that $x = y$.","['Definition:Real Number', 'Definition:Congruence (Number Theory)']","[20077, 20979]","[22750, 22744, 32541]","[22750, 22744, 32541, 26897, 20490]","[22750, 22744, 32541, 26897, 20490, 29889, 29893, 26044, 22743, 24332]","[22750, 22744, 32541, 26897, 20490, 29889, 29893, 26044, 22743, 24332, 31079, 29655, 29656, 20477, 20489, 20734, 26501, 20979, 22748, 22746, 20022, 22745, 22183, 22182, 33010, 26898, 32429, 32198, 20458, 26045, 22742, 22747, 26046, 20009, 20487, 28290, 33014, 33015, 25570, 26417, 29923, 32931, 21003, 24331, 24636, 20077, 20491, 20527, 26990, 32594]",0.0,0.0,0.0,0.04,0.0,0.0,0.0,1.0,0.05555555555555555,False
11371,17008,Congruence Modulo Negative Number,"Let $a, b, c \in \R$ be [[Definition:Real Number|real numbers]].Then::$a \equiv b \pmod c \iff a \equiv b \pmod {-c}$",['Definition:Real Number'],[20077],"[32541, 20477, 22744]","[32541, 20477, 22744, 26501, 22750]","[32541, 20477, 22744, 26501, 22750, 20458, 24332, 33014, 32198, 33010]","[32541, 20477, 22744, 26501, 22750, 20458, 24332, 33014, 32198, 33010, 33015, 26044, 26897, 28290, 32931, 32594, 29923, 22743, 20491, 20527, 29342, 20078, 29781, 29783, 28163, 20077, 20490, 25250, 32947, 22748, 33013, 20009, 28464, 25141, 29889, 29893, 25143, 20478, 30877, 25142, 24893, 29951, 22976, 25648, 23031, 29655, 28801, 29656, 31671, 25144]",0.0,0.0,0.0,0.02,0.0,0.0,0.0,1.0,0.038461538461538464,False
11372,17009,P-adic Norm and Absolute Value are Not Equivalent,"Let $\norm {\,\cdot\,}_p$ be the [[Definition:P-adic Norm|$p$-adic norm]] on the [[Definition:Rational Numbers|rationals $\Q$]] for some [[Definition:Prime Number|prime number]] $p$.Let $\size{\,\cdot\,}$ be the [[Definition:Absolute Value|absolute value]] on the [[Definition:Rational Numbers|rationals $\Q$]].Then $\norm {\,\cdot\,}_p$ and $\size{\,\cdot\,}$ are not [[Definition:Equivalent Division Ring Norms|equivalent norms]].That is, the [[Definition:Topology Induced by Division Ring Norm|topology induced]] by $\norm {\,\cdot\,}_p$ does not equal the [[Definition:Topology Induced by Division Ring Norm|topology induced]] by $\size {\,\cdot\,}$.","['Definition:P-adic Norm', 'Definition:Rational Number', 'Definition:Prime Number', 'Definition:Absolute Value', 'Definition:Rational Number', 'Definition:Equivalent Division Ring Norms', 'Definition:Topology Induced by Division Ring Norm', 'Definition:Topology Induced by Division Ring Norm']","[20280, 20056, 20069, 20061, 20056, 29808, 29922, 29922]","[29922, 29568, 24338]","[29922, 29568, 24338, 30119, 29962]","[29922, 29568, 24338, 30119, 29962, 29687, 29812, 29016, 29015, 30118]","[29922, 29568, 24338, 30119, 29962, 29687, 29812, 29016, 29015, 30118, 22479, 22152, 28026, 30442, 29961, 29813, 31663, 30007, 22223, 31891, 29959, 26947, 29808, 30046, 29709, 30544, 29960, 21457, 28635, 29686, 29853, 29810, 29022, 23232, 29899, 29902, 29557, 30047, 29563, 26946, 31662, 30479, 30476, 22813, 29670, 29574, 21721, 24336, 25910, 31883]",0.3333333333333333,0.2,0.1,0.04,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,False
11373,17010,P-adic Norm and Absolute Value are Not Equivalent/Proof 1,"Let $\norm {\,\cdot\,}_p$ be the [[Definition:P-adic Norm|$p$-adic norm]] on the [[Definition:Rational Numbers|rationals $\Q$]] for some [[Definition:Prime Number|prime number]] $p$.Let $\size {\,\cdot\,}$ be the [[Definition:Absolute Value|absolute value]] on the [[Definition:Rational Numbers|rationals $\Q$]].Then $\norm {\,\cdot\,}_p$ and $\size {\,\cdot\,}$ are not [[Definition:Equivalent Division Ring Norms|equivalent norms]].That is, the [[Definition:Topology Induced by Division Ring Norm|topology induced]] by $\norm {\,\cdot\,}_p$ does not equal the [[Definition:Topology Induced by Division Ring Norm|topology induced]] by $\size {\,\cdot\,}$.","['Definition:P-adic Norm', 'Definition:Rational Number', 'Definition:Prime Number', 'Definition:Absolute Value', 'Definition:Rational Number', 'Definition:Equivalent Division Ring Norms', 'Definition:Topology Induced by Division Ring Norm', 'Definition:Topology Induced by Division Ring Norm']","[20280, 20056, 20069, 20061, 20056, 29808, 29922, 29922]","[29922, 29568, 24338]","[29922, 29568, 24338, 30119, 29962]","[29922, 29568, 24338, 30119, 29962, 29687, 29812, 29016, 29015, 30118]","[29922, 29568, 24338, 30119, 29962, 29687, 29812, 29016, 29015, 30118, 22479, 22152, 28026, 30442, 29961, 29813, 31663, 30007, 22223, 31891, 29959, 26947, 29808, 30046, 29709, 30544, 29960, 21457, 28635, 29686, 29853, 29810, 29022, 23232, 29899, 29902, 29557, 30047, 29563, 26946, 31662, 30479, 30476, 22813, 29670, 29574, 21721, 24336, 25910, 31883]",0.3333333333333333,0.2,0.1,0.04,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.3333333333333333,1.0,False
